name,link,severity,package,version,fixedBy
CVE-2023-0466,https://avd.aquasec.com/nvd/cve-2023-0466,MEDIUM,libssl1.1,1.1.1d-0+deb10u7,1.1.1n-0+deb10u5
CVE-2023-2650,https://avd.aquasec.com/nvd/cve-2023-2650,MEDIUM,libssl1.1,1.1.1d-0+deb10u7,1.1.1n-0+deb10u5
CVE-2023-3446,https://avd.aquasec.com/nvd/cve-2023-3446,MEDIUM,libssl1.1,1.1.1d-0+deb10u7,1.1.1n-0+deb10u6
CVE-2023-3817,https://avd.aquasec.com/nvd/cve-2023-3817,MEDIUM,libssl1.1,1.1.1d-0+deb10u7,1.1.1n-0+deb10u6
CVE-2023-5678,https://avd.aquasec.com/nvd/cve-2023-5678,MEDIUM,libssl1.1,1.1.1d-0+deb10u7,
CVE-2024-0727,https://avd.aquasec.com/nvd/cve-2024-0727,MEDIUM,libssl1.1,1.1.1d-0+deb10u7,
CVE-2021-3997,https://avd.aquasec.com/nvd/cve-2021-3997,MEDIUM,libsystemd0,241-7~deb10u8,
CVE-2022-3821,https://avd.aquasec.com/nvd/cve-2022-3821,MEDIUM,libsystemd0,241-7~deb10u8,241-7~deb10u10
CVE-2022-4415,https://avd.aquasec.com/nvd/cve-2022-4415,MEDIUM,libsystemd0,241-7~deb10u8,
CVE-2023-7008,https://avd.aquasec.com/nvd/cve-2023-7008,MEDIUM,libsystemd0,241-7~deb10u8,
CVE-2020-19143,https://avd.aquasec.com/nvd/cve-2020-19143,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u3
CVE-2022-0561,https://avd.aquasec.com/nvd/cve-2022-0561,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u4
CVE-2022-0562,https://avd.aquasec.com/nvd/cve-2022-0562,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u4
CVE-2022-0865,https://avd.aquasec.com/nvd/cve-2022-0865,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u4
CVE-2022-0907,https://avd.aquasec.com/nvd/cve-2022-0907,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u4
CVE-2022-0908,https://avd.aquasec.com/nvd/cve-2022-0908,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u4
CVE-2022-0909,https://avd.aquasec.com/nvd/cve-2022-0909,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u4
CVE-2022-0924,https://avd.aquasec.com/nvd/cve-2022-0924,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u4
CVE-2022-1354,https://avd.aquasec.com/nvd/cve-2022-1354,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u5
CVE-2022-1355,https://avd.aquasec.com/nvd/cve-2022-1355,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u5
CVE-2022-2056,https://avd.aquasec.com/nvd/cve-2022-2056,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u5
CVE-2022-2057,https://avd.aquasec.com/nvd/cve-2022-2057,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u5
CVE-2022-2058,https://avd.aquasec.com/nvd/cve-2022-2058,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u5
CVE-2022-22844,https://avd.aquasec.com/nvd/cve-2022-22844,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u4
CVE-2022-2867,https://avd.aquasec.com/nvd/cve-2022-2867,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u5
CVE-2022-2868,https://avd.aquasec.com/nvd/cve-2022-2868,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u5
CVE-2022-2869,https://avd.aquasec.com/nvd/cve-2022-2869,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u5
CVE-2022-34526,https://avd.aquasec.com/nvd/cve-2022-34526,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u5
CVE-2022-3570,https://avd.aquasec.com/nvd/cve-2022-3570,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u5
CVE-2022-3597,https://avd.aquasec.com/nvd/cve-2022-3597,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u5
CVE-2022-3598,https://avd.aquasec.com/nvd/cve-2022-3598,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u5
CVE-2022-3599,https://avd.aquasec.com/nvd/cve-2022-3599,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u5
CVE-2022-3626,https://avd.aquasec.com/nvd/cve-2022-3626,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u5
CVE-2022-3627,https://avd.aquasec.com/nvd/cve-2022-3627,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u5
CVE-2022-40090,https://avd.aquasec.com/nvd/cve-2022-40090,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,
CVE-2022-4645,https://avd.aquasec.com/nvd/cve-2022-4645,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u5
CVE-2022-48281,https://avd.aquasec.com/nvd/cve-2022-48281,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u6
CVE-2023-0795,https://avd.aquasec.com/nvd/cve-2023-0795,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u7
CVE-2023-0796,https://avd.aquasec.com/nvd/cve-2023-0796,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u7
CVE-2023-0797,https://avd.aquasec.com/nvd/cve-2023-0797,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u7
CVE-2023-0798,https://avd.aquasec.com/nvd/cve-2023-0798,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u7
CVE-2023-0799,https://avd.aquasec.com/nvd/cve-2023-0799,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u7
CVE-2023-0800,https://avd.aquasec.com/nvd/cve-2023-0800,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u7
CVE-2023-0801,https://avd.aquasec.com/nvd/cve-2023-0801,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u7
CVE-2023-0802,https://avd.aquasec.com/nvd/cve-2023-0802,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u7
CVE-2023-0803,https://avd.aquasec.com/nvd/cve-2023-0803,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u7
CVE-2023-0804,https://avd.aquasec.com/nvd/cve-2023-0804,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u7
CVE-2023-25433,https://avd.aquasec.com/nvd/cve-2023-25433,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u8
CVE-2023-25435,https://avd.aquasec.com/nvd/cve-2023-25435,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u7
CVE-2023-26965,https://avd.aquasec.com/nvd/cve-2023-26965,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u8
CVE-2023-26966,https://avd.aquasec.com/nvd/cve-2023-26966,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u8
CVE-2023-2908,https://avd.aquasec.com/nvd/cve-2023-2908,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u8
CVE-2023-30086,https://avd.aquasec.com/nvd/cve-2023-30086,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u5
CVE-2023-30774,https://avd.aquasec.com/nvd/cve-2023-30774,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u5
CVE-2023-3316,https://avd.aquasec.com/nvd/cve-2023-3316,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u8
CVE-2023-3576,https://avd.aquasec.com/nvd/cve-2023-3576,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u9
CVE-2023-3618,https://avd.aquasec.com/nvd/cve-2023-3618,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u8
CVE-2023-40745,https://avd.aquasec.com/nvd/cve-2023-40745,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u8
CVE-2023-41175,https://avd.aquasec.com/nvd/cve-2023-41175,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,4.1.0+git191117-2~deb10u8
CVE-2023-6277,https://avd.aquasec.com/nvd/cve-2023-6277,MEDIUM,libtiff5,4.1.0+git191117-2~deb10u2,
CVE-2020-19189,https://avd.aquasec.com/nvd/cve-2020-19189,MEDIUM,libtinfo6,6.1+20181013-2+deb10u2,6.1+20181013-2+deb10u4
CVE-2023-50495,https://avd.aquasec.com/nvd/cve-2023-50495,MEDIUM,libtinfo6,6.1+20181013-2+deb10u2,
CVE-2021-3997,https://avd.aquasec.com/nvd/cve-2021-3997,MEDIUM,libudev1,241-7~deb10u8,
CVE-2022-3821,https://avd.aquasec.com/nvd/cve-2022-3821,MEDIUM,libudev1,241-7~deb10u8,241-7~deb10u10
CVE-2022-4415,https://avd.aquasec.com/nvd/cve-2022-4415,MEDIUM,libudev1,241-7~deb10u8,
CVE-2023-7008,https://avd.aquasec.com/nvd/cve-2023-7008,MEDIUM,libudev1,241-7~deb10u8,
CVE-2021-37600,https://avd.aquasec.com/nvd/cve-2021-37600,MEDIUM,libuuid1,2.33.1-0.1,2.33.1-0.1+deb10u1
CVE-2023-43785,https://avd.aquasec.com/nvd/cve-2023-43785,MEDIUM,libx11-6,2:1.6.7-1+deb10u2,2:1.6.7-1+deb10u4
CVE-2023-43786,https://avd.aquasec.com/nvd/cve-2023-43786,MEDIUM,libx11-6,2:1.6.7-1+deb10u2,2:1.6.7-1+deb10u4
CVE-2023-43785,https://avd.aquasec.com/nvd/cve-2023-43785,MEDIUM,libx11-data,2:1.6.7-1+deb10u2,2:1.6.7-1+deb10u4
CVE-2023-43786,https://avd.aquasec.com/nvd/cve-2023-43786,MEDIUM,libx11-data,2:1.6.7-1+deb10u2,2:1.6.7-1+deb10u4
CVE-2016-3709,https://avd.aquasec.com/nvd/cve-2016-3709,MEDIUM,libxml2,2.9.4+dfsg1-7+deb10u2,
CVE-2016-9318,https://avd.aquasec.com/nvd/cve-2016-9318,MEDIUM,libxml2,2.9.4+dfsg1-7+deb10u2,
CVE-2022-29824,https://avd.aquasec.com/nvd/cve-2022-29824,MEDIUM,libxml2,2.9.4+dfsg1-7+deb10u2,2.9.4+dfsg1-7+deb10u4
CVE-2023-28484,https://avd.aquasec.com/nvd/cve-2023-28484,MEDIUM,libxml2,2.9.4+dfsg1-7+deb10u2,2.9.4+dfsg1-7+deb10u6
CVE-2023-29469,https://avd.aquasec.com/nvd/cve-2023-29469,MEDIUM,libxml2,2.9.4+dfsg1-7+deb10u2,2.9.4+dfsg1-7+deb10u6
CVE-2023-39615,https://avd.aquasec.com/nvd/cve-2023-39615,MEDIUM,libxml2,2.9.4+dfsg1-7+deb10u2,
CVE-2023-45322,https://avd.aquasec.com/nvd/cve-2023-45322,MEDIUM,libxml2,2.9.4+dfsg1-7+deb10u2,
CVE-2023-43788,https://avd.aquasec.com/nvd/cve-2023-43788,MEDIUM,libxpm4,1:3.5.12-1,1:3.5.12-1+deb10u2
CVE-2023-43789,https://avd.aquasec.com/nvd/cve-2023-43789,MEDIUM,libxpm4,1:3.5.12-1,1:3.5.12-1+deb10u2
CVE-2023-4641,https://avd.aquasec.com/nvd/cve-2023-4641,MEDIUM,login,1:4.5-1.1,
CVE-2021-37600,https://avd.aquasec.com/nvd/cve-2021-37600,MEDIUM,mount,2.33.1-0.1,2.33.1-0.1+deb10u1
CVE-2020-19189,https://avd.aquasec.com/nvd/cve-2020-19189,MEDIUM,ncurses-base,6.1+20181013-2+deb10u2,6.1+20181013-2+deb10u4
CVE-2023-50495,https://avd.aquasec.com/nvd/cve-2023-50495,MEDIUM,ncurses-base,6.1+20181013-2+deb10u2,
CVE-2020-19189,https://avd.aquasec.com/nvd/cve-2020-19189,MEDIUM,ncurses-bin,6.1+20181013-2+deb10u2,6.1+20181013-2+deb10u4
CVE-2023-50495,https://avd.aquasec.com/nvd/cve-2023-50495,MEDIUM,ncurses-bin,6.1+20181013-2+deb10u2,
CVE-2020-36309,https://avd.aquasec.com/nvd/cve-2020-36309,MEDIUM,nginx,1.21.1-1~buster,
CVE-2021-4160,https://avd.aquasec.com/nvd/cve-2021-4160,MEDIUM,openssl,1.1.1d-0+deb10u7,1.1.1d-0+deb10u8
CVE-2022-2097,https://avd.aquasec.com/nvd/cve-2022-2097,MEDIUM,openssl,1.1.1d-0+deb10u7,1.1.1n-0+deb10u4
CVE-2022-4304,https://avd.aquasec.com/nvd/cve-2022-4304,MEDIUM,openssl,1.1.1d-0+deb10u7,1.1.1n-0+deb10u4
CVE-2023-0465,https://avd.aquasec.com/nvd/cve-2023-0465,MEDIUM,openssl,1.1.1d-0+deb10u7,1.1.1n-0+deb10u5
CVE-2023-0466,https://avd.aquasec.com/nvd/cve-2023-0466,MEDIUM,openssl,1.1.1d-0+deb10u7,1.1.1n-0+deb10u5
CVE-2023-2650,https://avd.aquasec.com/nvd/cve-2023-2650,MEDIUM,openssl,1.1.1d-0+deb10u7,1.1.1n-0+deb10u5
CVE-2023-3446,https://avd.aquasec.com/nvd/cve-2023-3446,MEDIUM,openssl,1.1.1d-0+deb10u7,1.1.1n-0+deb10u6
CVE-2023-3817,https://avd.aquasec.com/nvd/cve-2023-3817,MEDIUM,openssl,1.1.1d-0+deb10u7,1.1.1n-0+deb10u6
CVE-2023-5678,https://avd.aquasec.com/nvd/cve-2023-5678,MEDIUM,openssl,1.1.1d-0+deb10u7,
CVE-2024-0727,https://avd.aquasec.com/nvd/cve-2024-0727,MEDIUM,openssl,1.1.1d-0+deb10u7,
CVE-2023-4641,https://avd.aquasec.com/nvd/cve-2023-4641,MEDIUM,passwd,1:4.5-1.1,
CVE-2021-37600,https://avd.aquasec.com/nvd/cve-2021-37600,MEDIUM,util-linux,2.33.1-0.1,2.33.1-0.1+deb10u1
CVE-2024-28085,https://avd.aquasec.com/nvd/cve-2024-28085,LOW,bsdutils,1:2.33.1-0.1,2.33.1-0.1+deb10u1
CVE-2016-2781,https://avd.aquasec.com/nvd/cve-2016-2781,LOW,coreutils,8.30-3,
CVE-2021-22898,https://avd.aquasec.com/nvd/cve-2021-22898,LOW,curl,7.64.0-4+deb10u2,7.64.0-4+deb10u3
CVE-2021-22924,https://avd.aquasec.com/nvd/cve-2021-22924,LOW,curl,7.64.0-4+deb10u2,7.64.0-4+deb10u3
CVE-2022-35252,https://avd.aquasec.com/nvd/cve-2022-35252,LOW,curl,7.64.0-4+deb10u2,7.64.0-4+deb10u4
CVE-2023-28322,https://avd.aquasec.com/nvd/cve-2023-28322,LOW,curl,7.64.0-4+deb10u2,7.64.0-4+deb10u8
CVE-2023-38546,https://avd.aquasec.com/nvd/cve-2023-38546,LOW,curl,7.64.0-4+deb10u2,7.64.0-4+deb10u7
CVE-2024-28085,https://avd.aquasec.com/nvd/cve-2024-28085,LOW,fdisk,2.33.1-0.1,2.33.1-0.1+deb10u1
CVE-2019-14855,https://avd.aquasec.com/nvd/cve-2019-14855,LOW,gpgv,2.2.12-1+deb10u1,
CVE-2024-28085,https://avd.aquasec.com/nvd/cve-2024-28085,LOW,libblkid1,2.33.1-0.1,2.33.1-0.1+deb10u1
CVE-2019-19126,https://avd.aquasec.com/nvd/cve-2019-19126,LOW,libc-bin,2.28-10,2.28-10+deb10u2
CVE-2021-27645,https://avd.aquasec.com/nvd/cve-2021-27645,LOW,libc-bin,2.28-10,2.28-10+deb10u2
CVE-2024-33601,https://avd.aquasec.com/nvd/cve-2024-33601,LOW,libc-bin,2.28-10,2.28-10+deb10u4
CVE-2024-33602,https://avd.aquasec.com/nvd/cve-2024-33602,LOW,libc-bin,2.28-10,2.28-10+deb10u4
CVE-2019-19126,https://avd.aquasec.com/nvd/cve-2019-19126,LOW,libc6,2.28-10,2.28-10+deb10u2
CVE-2021-27645,https://avd.aquasec.com/nvd/cve-2021-27645,LOW,libc6,2.28-10,2.28-10+deb10u2
CVE-2024-33601,https://avd.aquasec.com/nvd/cve-2024-33601,LOW,libc6,2.28-10,2.28-10+deb10u4
CVE-2024-33602,https://avd.aquasec.com/nvd/cve-2024-33602,LOW,libc6,2.28-10,2.28-10+deb10u4
CVE-2021-22898,https://avd.aquasec.com/nvd/cve-2021-22898,LOW,libcurl4,7.64.0-4+deb10u2,7.64.0-4+deb10u3
CVE-2021-22924,https://avd.aquasec.com/nvd/cve-2021-22924,LOW,libcurl4,7.64.0-4+deb10u2,7.64.0-4+deb10u3
CVE-2022-35252,https://avd.aquasec.com/nvd/cve-2022-35252,LOW,libcurl4,7.64.0-4+deb10u2,7.64.0-4+deb10u4
CVE-2023-28322,https://avd.aquasec.com/nvd/cve-2023-28322,LOW,libcurl4,7.64.0-4+deb10u2,7.64.0-4+deb10u8
CVE-2023-38546,https://avd.aquasec.com/nvd/cve-2023-38546,LOW,libcurl4,7.64.0-4+deb10u2,7.64.0-4+deb10u7
CVE-2024-28085,https://avd.aquasec.com/nvd/cve-2024-28085,LOW,libfdisk1,2.33.1-0.1,2.33.1-0.1+deb10u1
CVE-2019-17543,https://avd.aquasec.com/nvd/cve-2019-17543,LOW,liblz4-1,1.8.3-1+deb10u1,
CVE-2024-28085,https://avd.aquasec.com/nvd/cve-2024-28085,LOW,libmount1,2.33.1-0.1,2.33.1-0.1+deb10u1
CVE-2021-36084,https://avd.aquasec.com/nvd/cve-2021-36084,LOW,libsepol1,2.8-1,
CVE-2021-36085,https://avd.aquasec.com/nvd/cve-2021-36085,LOW,libsepol1,2.8-1,
CVE-2021-36086,https://avd.aquasec.com/nvd/cve-2021-36086,LOW,libsepol1,2.8-1,
CVE-2021-36087,https://avd.aquasec.com/nvd/cve-2021-36087,LOW,libsepol1,2.8-1,
CVE-2024-28085,https://avd.aquasec.com/nvd/cve-2024-28085,LOW,libsmartcols1,2.33.1-0.1,2.33.1-0.1+deb10u1
CVE-2024-2511,https://avd.aquasec.com/nvd/cve-2024-2511,LOW,libssl1.1,1.1.1d-0+deb10u7,
CVE-2024-4741,https://avd.aquasec.com/nvd/cve-2024-4741,LOW,libssl1.1,1.1.1d-0+deb10u7,
CVE-2022-1210,https://avd.aquasec.com/nvd/cve-2022-1210,LOW,libtiff5,4.1.0+git191117-2~deb10u2,
CVE-2024-28085,https://avd.aquasec.com/nvd/cve-2024-28085,LOW,libuuid1,2.33.1-0.1,2.33.1-0.1+deb10u1
CVE-2018-7169,https://avd.aquasec.com/nvd/cve-2018-7169,LOW,login,1:4.5-1.1,
CVE-2023-29383,https://avd.aquasec.com/nvd/cve-2023-29383,LOW,login,1:4.5-1.1,
CVE-2024-28085,https://avd.aquasec.com/nvd/cve-2024-28085,LOW,mount,2.33.1-0.1,2.33.1-0.1+deb10u1
CVE-2013-0337,https://avd.aquasec.com/nvd/cve-2013-0337,LOW,nginx,1.21.1-1~buster,
CVE-2024-2511,https://avd.aquasec.com/nvd/cve-2024-2511,LOW,openssl,1.1.1d-0+deb10u7,
CVE-2024-4741,https://avd.aquasec.com/nvd/cve-2024-4741,LOW,openssl,1.1.1d-0+deb10u7,
CVE-2018-7169,https://avd.aquasec.com/nvd/cve-2018-7169,LOW,passwd,1:4.5-1.1,
CVE-2023-29383,https://avd.aquasec.com/nvd/cve-2023-29383,LOW,passwd,1:4.5-1.1,
CVE-2023-39804,https://avd.aquasec.com/nvd/cve-2023-39804,LOW,tar,1.30+dfsg-6,1.30+dfsg-6+deb10u1
CVE-2024-28085,https://avd.aquasec.com/nvd/cve-2024-28085,LOW,util-linux,2.33.1-0.1,2.33.1-0.1+deb10u1
DLA-3482-1,,UNDEFINED,debian-archive-keyring,2019.1+deb10u1,2019.1+deb10u2
DLA-3112-1,,UNDEFINED,libbz2-1.0,1.0.6-9.2~deb10u1,1.0.6-9.2~deb10u2
DSA-5085-2,,UNDEFINED,libexpat1,2.2.6-2+deb10u1,2.2.6-2+deb10u4
DLA-3134-1,,UNDEFINED,tzdata,2021a-0+deb10u1,2021a-0+deb10u7
DLA-3161-1,,UNDEFINED,tzdata,2021a-0+deb10u1,2021a-0+deb10u8
DLA-3366-1,,UNDEFINED,tzdata,2021a-0+deb10u1,2021a-0+deb10u10
DLA-3412-1,,UNDEFINED,tzdata,2021a-0+deb10u1,2021a-0+deb10u11
DLA-3684-1,,UNDEFINED,tzdata,2021a-0+deb10u1,2021a-0+deb10u12
DLA-3788-1,,UNDEFINED,tzdata,2021a-0+deb10u1,2024a-0+deb10u1
